container 1 cpu percentage,container 1 memory percentage,input container logs,input journal logs,input system logs,output processed logs,output dropped logs,output retried logs,agent restarts,container 2 cpu percentage,container 2 memory percentage,container 3 cpu percentage,container 3 memory percentage,input container logs bytes,input journal logs bytes,input system logs bytes,output processed bytes,status
0.492,2.33,8729,18950,757,28429,0,0,0,0.11,22.9,0.0704,10.3,5765351,14405467,118965,20717699,0
0.509,2.33,10289,19019,749,30079,0,0,0,0.109,22.9,0.0708,10.3,6779174,14510520,117649,22009208,0
0.512,2.33,9811,18607,744,29172,0,0,0,0.108,22.9,0.0743,10.3,6462119,14001645,116822,21149287,0
0.51,2.33,9201,18460,744,28393,0,0,0,0.109,22.9,0.0733,10.3,6052730,13767697,116818,20448376,0
0.505,2.32,9399,18551,744,28708,0,0,0,0.109,22.9,0.0711,10.3,6140745,13838310,116865,20652325,0
0.502,2.33,9135,18451,744,28367,0,0,0,0.109,22.9,0.0706,10.2,6012566,13763201,116865,20435777,0
0.496,2.33,7762,18032,744,26536,0,0,0,0.11,22.9,0.0693,10.2,5124121,13217630,116862,18857423,0
0.476,2.33,6443,17884,744,25061,0,0,0,0.111,22.9,0.0708,10.2,4317646,12986648,116862,17678558,0
0.456,2.33,6427,18122,744,25301,0,0,0,0.112,22.9,0.072,10.2,4307298,13227336,116862,17909090,0
0.46,2.33,6368,18269,744,25389,0,0,0,0.111,22.9,0.0685,10.2,4278524,13377547,116862,18010539,0
0.449,2.33,5702,18070,744,24523,0,0,0,0.111,22.9,0.0697,10.3,3901482,13178903,116746,17360154,0
0.439,2.32,5343,18340,744,24415,0,0,0,0.11,22.9,0.0705,10.3,3688952,13412620,116746,17305087,0
0.432,2.32,4980,18328,744,24061,0,0,0,0.11,22.9,0.0723,10.3,3465051,13420372,116749,17055810,0
0.423,2.32,4400,18127,744,23275,0,0,0,0.109,22.9,0.0706,10.3,3064177,13211082,116749,16394295,0
0.413,2.32,3740,18136,744,22617,0,0,0,0.108,22.9,0.0661,10.3,2642926,13163244,116749,15850342,0
0.405,2.32,3083,17949,744,21773,0,0,0,0.107,22.9,0.0659,10.3,2229691,12932397,116749,15154657,0
0.401,2.32,3188,17846,744,21786,0,0,0,0.108,22.9,0.0683,10.3,2246483,12795749,116749,15073950,0
0.41,2.32,3820,17865,744,22417,0,0,0,0.109,22.9,0.0664,10.3,2619507,12844356,116749,15547056,0
0.421,2.33,4611,18152,744,23509,0,0,0,0.11,22.9,0.0661,10.3,3123826,13196000,116749,16481226,0
0.433,2.32,5640,18362,744,24757,0,0,0,0.11,22.9,0.0631,10.3,3799500,13469421,116749,17530719,0
0.439,2.32,6010,18183,744,24943,0,0,0,0.111,22.9,0.0657,10.3,4038607,13352324,116749,17693153,0
0.444,2.32,6079,18243,744,25061,0,0,0,0.113,22.9,0.0704,10.3,4088057,13427519,116749,17802366,0
0.444,2.32,5686,18280,744,24711,0,0,0,0.113,22.9,0.0687,10.3,3864767,13455375,116749,17563110,0
0.44,2.31,5027,17944,744,23739,0,0,0,0.114,22.9,0.071,10.3,3422545,13079197,116749,16728499,0
0.445,2.31,5264,17971,744,23969,0,0,0,0.115,22.9,0.0725,10.3,3559413,13119254,116749,16894660,0
0.458,2.32,6113,18370,744,25228,0,0,0,0.115,22.9,0.0744,10.3,4137650,13578873,116749,17998247,0
0.451,2.32,6324,18514,744,25568,0,0,0,0.115,22.9,0.0759,10.3,4282168,13720234,116749,18287819,0
0.461,2.32,7103,18711,744,26557,0,0,0,0.114,22.9,0.0767,10.3,4758348,13933156,116749,19066705,0
0.483,2.32,8596,19358,744,28690,0,0,0,0.114,22.9,0.0756,10.3,5679695,14654861,116865,20824330,0
0.499,2.33,9448,19567,744,29761,0,0,0,0.114,22.9,0.0749,10.3,6272998,14958321,116865,21788621,0
0.508,2.33,8945,19332,744,29018,0,0,0,0.114,22.9,0.0732,10.3,5960657,14708733,116862,21184939,0
0.506,2.32,8108,19036,744,27878,0,0,0,0.114,22.9,0.0735,10.3,5431188,14344720,116862,20217848,0
0.487,2.31,8203,18941,744,27906,0,0,0,0.114,22.9,0.073,10.3,5485205,14250973,116862,20214354,0
0.496,2.32,8372,18898,744,28000,0,0,0,0.114,22.9,0.0728,10.3,5618410,14260868,116863,20343954,0
0.49,2.31,7363,18489,744,26590,0,0,0,0.114,22.9,0.0706,10.3,5059084,13781137,116747,19228656,0
0.476,2.32,7003,18688,744,26414,0,0,0,0.112,22.9,0.0704,10.3,4841325,13945169,116747,19106284,0
0.479,2.32,7505,18878,744,27133,0,0,0,0.112,22.9,0.0738,10.3,5234950,14161835,116750,19766288,0
0.47,2.32,6718,18642,744,26103,0,0,0,0.11,22.9,0.0736,10.3,4696123,13872710,116750,18873265,0
0.458,2.32,6457,18770,744,25951,0,0,0,0.11,22.9,0.0739,10.3,4533107,13984381,116750,18771407,0
0.46,2.31,6024,18762,744,25551,0,0,0,0.109,22.9,0.0731,10.3,4252293,13959568,116746,18450958,0
0.46,2.3,6544,18870,744,26151,0,0,0,0.109,22.9,0.0737,10.3,4530227,14123509,116746,18919958,0
0.465,2.3,6717,18662,744,26135,0,0,0,0.108,22.9,0.0757,10.3,4615376,13913149,116746,18850320,0
0.458,2.29,5955,18381,744,25054,0,0,0,0.108,22.9,0.0778,10.3,4083177,13589321,116743,17911467,0
0.442,2.28,5900,18318,744,24955,0,0,0,0.109,22.9,0.0735,10.3,4033977,13511025,116743,17802248,0
0.444,2.28,5785,18300,744,24829,0,0,0,0.111,22.9,0.0732,10.3,3955516,13489606,116743,17686717,0
0.444,2.28,5358,18206,744,24302,0,0,0,0.111,22.9,0.0727,10.3,3704437,13346990,116746,17247702,0
0.437,2.28,4632,17913,744,23302,0,0,0,0.111,22.9,0.0737,10.3,3217709,13007040,116933,16378701,0
0.441,2.28,5202,18013,744,23921,0,0,0,0.112,22.9,0.0736,10.3,3590266,13127194,116933,16881065,0
0.475,2.29,7900,18921,744,27582,0,0,0,0.113,22.9,0.0759,10.3,5338183,14226271,116936,19994452,0
0.507,2.29,10178,19775,744,30661,0,0,0,0.112,22.9,0.0729,10.3,6802242,15294639,116936,22651843,0
0.533,2.29,11864,20289,744,32887,0,0,0,0.114,22.9,0.0753,10.3,7898229,15969454,116936,24601465,0
0.56,2.3,13725,20806,744,35208,0,0,0,0.112,22.9,0.0774,10.3,9160313,16642573,116936,26640003,0
16.7,4.08,691934,472433,6828,1171656,0,0,0,0.147,23.3,0.117,10.3,1122339769,286881985,959461,1441061883,0
16.4,4.06,696009,473057,6826,1176104,0,0,0,0.148,23.3,0.118,10.3,1138158875,286807917,960631,1455830506,0
16.3,4.05,685703,473257,6826,1165925,0,0,0,0.147,23.3,0.114,10.3,1124299390,287268790,960607,1441818198,0
16.2,4.05,642007,473856,6826,1123097,0,0,0,0.151,23.3,0.117,10.2,1042222648,287161785,960578,1362029061,0
15.9,4.05,660743,471155,6826,1138619,0,0,0,0.15,23.3,0.112,10.2,1076330483,286340537,960554,1393540124,0
15.7,4.04,631359,472691,6832,1108890,0,0,0,0.148,23.3,0.116,10.2,1002855207,286771833,961600,1320623014,0
15.2,4.02,572954,472096,6832,1051992,0,0,0,0.146,23.3,0.118,10.2,888067693,286879064,961611,1210108043,0
14.3,4,553353,469558,6832,1029533,0,0,0,0.148,23.3,0.112,10.2,859809625,284930293,960826,1178514126,0
13.7,3.99,539863,469228,6832,1015405,0,0,0,0.148,23.3,0.111,10.2,833643524,284384884,960826,1151703518,0
13.6,3.98,534251,467662,6832,1008596,0,0,0,0.147,23.3,0.114,10.2,826388064,283250801,960844,1143343569,0
13.9,3.99,516140,468457,6832,991421,0,0,0,0.146,23.3,0.116,10.3,815516341,282882250,960868,1130537325,0
13.7,3.99,510793,468426,6826,987599,0,0,0,0.149,23.3,0.12,10.3,843543937,283448000,959860,1157454110,0
14.4,4.02,542655,467140,6826,1016736,0,0,0,0.152,23.3,0.117,10.3,906798028,281208833,959889,1215999040,0
14.6,4.02,547029,469394,6826,1022958,0,0,0,0.152,23.3,0.117,10.3,925062482,282313414,959256,1233629906,0
14.4,4,538080,471406,6830,1015975,0,0,0,0.154,23.3,0.118,10.3,930079687,284682715,960016,1238324373,0
14.8,4.01,554671,475064,6830,1036238,0,0,0,0.156,23.3,0.12,10.3,951523740,287626843,960027,1262746055,0
15,4.02,544663,475594,6830,1027165,0,0,0,0.158,23.3,0.116,10.3,928762228,288063721,960027,1240469845,0
14.5,4,538685,478126,6830,1022733,0,0,0,0.16,23.3,0.108,10.3,894996548,290143236,960027,1207963486,0
14.6,4,506315,480387,6830,993297,0,0,0,0.159,23.3,0.108,10.3,851631162,292271263,960027,1163769073,0
14.4,4,512933,481685,6830,1001384,0,0,0,0.158,23.3,0.105,10.3,868232936,293041277,961073,1178538183,0
15.1,4.03,585729,480610,6826,1073704,0,0,0,0.158,23.3,0.104,10.3,995113850,290515437,960337,1302547308,0
16.3,4.07,613406,479646,6826,1099936,0,0,0,0.156,23.3,0.106,10.3,1085657263,289842995,960334,1385353100,0
16.2,4.08,620140,481136,6826,1108219,0,0,0,0.154,23.3,0.103,10.3,1096595872,291441278,960334,1397036962,0
16.6,4.09,641978,480701,6826,1129696,0,0,0,0.153,23.3,0.104,10.3,1172183725,290369138,960334,1467699023,0
17.5,4.12,669779,478559,6826,1155076,0,0,0,0.152,23.3,0.111,10.3,1229276392,288301982,960330,1523418478,0
17.6,4.12,669824,478502,6826,1155355,0,0,0,0.149,23.3,0.115,10.3,1216518769,288111617,959338,1514595602,0
17.1,4.09,596871,477372,6826,1080694,0,0,0,0.147,23.3,0.117,10.3,1096588873,287404842,959338,1394206322,0
16.4,4.07,583606,477689,6826,1068349,0,0,0,0.148,23.3,0.114,10.3,1019440427,287553287,959341,1326865745,0
15.5,4.05,581350,478415,6826,1058506,0,0,0,0.148,23.3,0.116,10.3,1004261759,287881633,959341,1309266232,0
15,4.02,539599,476507,6826,1023109,0,0,0,0.148,23.3,0.121,10.3,918687791,286953705,959341,1231129715,0
14.1,3.98,484942,477170,6826,968848,0,0,0,0.148,23.3,0.123,10.3,794524341,288137074,959345,1111560748,0
12.9,3.93,449208,475039,6826,930742,0,0,0,0.147,23.3,0.125,10.3,720893520,286467968,958904,1036579323,0
12.4,3.92,453522,475236,6826,935931,0,0,0,0.147,23.3,0.115,10.3,712001575,286486586,958904,1030784572,0
12.8,3.92,430697,473593,6826,911025,0,0,0,0.148,23.3,0.114,10.3,703251364,284847663,958904,1016449536,0
13.1,3.93,470285,471256,6826,956482,0,0,0,0.147,23.3,0.121,10.3,770240526,283405807,958904,1088130786,0
13.1,3.92,494051,470877,6826,972271,0,0,0,0.147,23.3,0.125,10.3,807205533,283294270,958904,1121573786,0
14.2,3.95,555386,469954,6826,1032067,0,0,0,0.146,23.3,0.127,10.3,936315606,282167251,958904,1244977357,0
14.6,3.96,578033,470192,6826,1055141,0,0,0,0.146,23.3,0.122,10.3,979306661,282998082,959749,1289334911,0
15.3,3.99,584495,470800,6826,1062050,0,0,0,0.146,23.3,0.121,10.3,1023700111,283484215,959749,1330774120,0
15.2,3.99,566905,472033,6826,1045541,0,0,0,0.148,23.3,0.128,10.3,974418094,284761860,959749,1283554075,0
14.4,3.97,496747,471894,6826,975304,0,0,0,0.15,23.3,0.128,10.3,837303959,285522463,959749,1148808040,0
13.2,3.93,474942,473647,6826,955663,0,0,0,0.152,23.3,0.123,10.3,768886666,287074682,959749,1084895235,0
12.6,3.91,415055,474047,6826,895938,0,0,0,0.152,23.3,0.118,10.3,632019229,287270236,959707,952802966,0
11.2,3.86,394471,473490,6826,875323,0,0,0,0.154,23.3,0.111,10.3,567528765,286486280,960689,890998166,0
10.6,3.83,372769,472809,6834,852248,0,0,0,0.154,23.3,0.114,10.3,478942218,286832455,961979,806595734,0
10.3,3.82,396281,469291,6839,872653,0,0,0,0.157,23.3,0.112,10.3,498974107,284571556,962770,828010043,0
10.3,3.81,407941,468511,6839,883591,0,0,0,0.157,23.3,0.113,10.3,527107023,284057379,962746,854593179,0
10.4,3.8,419099,466082,6839,891326,0,0,0,0.155,23.3,0.113,10.3,540455042,282207643,962722,865840609,0
11.4,3.84,471556,465959,6839,944300,0,0,0,0.154,23.3,0.119,10.3,639052090,283063501,962735,964791411,0
11.9,3.86,497500,465904,6839,969679,0,0,0,0.155,23.3,0.118,10.3,695918474,283562340,961288,1020924641,0
12.3,3.87,516353,467255,6831,990478,0,0,0,0.155,23.3,0.121,10.3,734723428,285514184,959974,1061763151,0
13.2,3.9,525264,469728,6826,1001765,0,0,0,0.154,23.3,0.126,10.3,774174184,287909187,959154,1100472293,0
12.9,3.89,542215,469543,6826,1018442,0,0,0,0.151,23.3,0.129,10.3,776660535,286663111,959172,1104898656,0
13.5,3.9,582905,469261,6826,1058822,0,0,0,0.153,23.3,0.129,10.3,837007489,287638071,959196,1167547041,0
14.1,3.92,586308,468948,6826,1062362,0,0,0,0.152,23.3,0.13,10.3,809983939,287381433,959225,1146266925,0
13.4,3.89,576608,468863,6826,1052611,0,0,0,0.154,23.3,0.123,10.3,797992776,287467740,958800,1133015583,0
12.9,3.87,563624,464474,6826,1035132,0,0,0,0.156,23.3,0.129,10.3,762681411,283693286,958824,1094910266,0
13.3,3.88,554607,461430,6826,1023011,0,0,0,0.156,23.3,0.124,10.3,747852678,280799929,958853,1077909418,0
12.9,3.89,551827,458437,6826,1016970,0,0,0,0.154,23.3,0.12,10.4,779015094,279073912,958859,1102740968,0
13.2,3.9,522652,456309,6826,986309,0,0,0,0.155,23.3,0.116,10.4,761428957,276717840,958859,1080433998,0
14,3.94,554373,452590,6826,1013965,0,0,0,0.156,23.3,0.116,10.4,857597226,273834106,958855,1168480715,0
17.7,4.04,972279,449590,6826,1423419,0,0,0,0.158,23.3,0.116,10.4,1370510928,271368697,958407,1711727298,0
18.9,4.07,1045660,449066,6826,1501364,0,0,0,0.156,23.3,0.114,10.3,1513625891,270376386,958407,1860496661,0
22.4,4.17,1249387,449210,6826,1705242,0,0,0,0.154,23.3,0.109,10.3,1875114360,270414470,958407,2223837317,0
21.9,4.15,1234557,450043,6826,1690967,0,0,0,0.156,23.3,0.113,10.3,1837370147,271784281,958407,2189540714,0
22.1,4.15,1279180,451236,6826,1737546,0,0,0,0.157,23.3,0.117,10.3,1876418342,272393604,958407,2234187755,0
21.8,4.14,1208299,453815,6826,1668808,0,0,0,0.157,23.3,0.118,10.3,1727923938,274472753,958411,2090136981,0
20.5,4.09,788378,454967,6826,1255686,0,0,0,0.159,23.3,0.114,10.2,1217067688,275642114,958860,1547353517,0
16,3.96,709194,456189,6826,1172316,0,0,0,0.156,23.3,0.11,10.3,1062687444,276473425,958860,1386959081,0
14.9,3.94,480959,457104,6839,944359,0,0,0,0.156,23.3,0.111,10.3,657358943,277079356,961003,978522264,0
11.5,3.85,473119,461129,6839,941358,0,0,0,0.155,23.3,0.109,10.3,649239563,279041661,961003,972084017,0
11.5,3.84,411254,461244,6839,879143,0,0,0,0.152,23.3,0.108,10.3,575381239,278414211,961003,893416882,0
14.2,3.91,808229,459185,6839,1274193,0,0,0,0.151,23.3,0.105,10.3,1006620057,276542523,961003,1367289333,0
14.5,3.93,813836,461372,6839,1281800,0,0,0,0.15,23.3,0.106,10.3,1017728875,277925769,961945,1379818111,0
17.1,4,1022658,462433,6839,1492012,0,0,0,0.144,23.4,0.107,10.3,1399354390,279841236,961945,1766894523,0
17.5,4.02,1027715,462476,6826,1497093,0,0,0,0.144,23.4,0.108,10.3,1388240424,280601173,959802,1759112198,0
17,4,1018700,457671,6826,1483684,0,0,0,0.145,23.4,0.109,10.3,1361286016,278218732,959802,1730767832,0
17.1,4,1070591,457143,6826,1534414,0,0,0,0.147,23.4,0.107,10.3,1384190327,279201759,959802,1761822890,0
16.9,4,703510,463893,6826,1174117,0,0,0,0.149,23.4,0.112,10.3,939133098,285879324,959799,1285484992,0
13.1,3.9,681810,464370,6826,1152879,0,0,0,0.152,23.4,0.114,10.3,873882182,287440371,961667,1224196035,0
12.5,3.87,469225,468118,6826,944085,0,0,0,0.155,23.4,0.115,10.3,493680535,290318638,961667,842641686,0
9.49,3.79,451839,469337,6826,928433,0,0,0,0.159,23.4,0.115,10.3,469265432,291380533,961667,819170611,0
9.55,3.79,473161,471879,6826,951621,0,0,0,0.16,23.4,0.115,10.3,520299636,294456000,961667,870872973,0
10.1,3.8,425317,474605,6826,906629,0,0,0,0.16,23.4,0.118,10.3,522890704,296524542,961667,864939374,0
10.5,3.83,420844,471111,6826,898762,0,0,0,0.16,23.4,0.124,10.3,594892733,292762451,961652,924222200,0
10.7,3.83,434321,473844,6826,915057,0,0,0,0.159,23.4,0.118,10.3,640646049,294140158,959760,969197034,0
11,3.85,437003,473126,6826,916915,0,0,0,0.157,23.4,0.119,10.3,664832924,293798783,959736,990689490,0
11,3.85,442298,474131,6826,923197,0,0,0,0.156,23.4,0.114,10.3,661629984,294393093,959707,989420930,0
10.9,3.84,422019,479403,6826,904818,0,0,0,0.156,23.4,0.115,10.3,601452579,297137571,959683,932230162,0
10.4,3.82,406770,481160,6826,894929,0,0,0,0.157,23.4,0.118,10.3,542327169,298074497,959659,880167387,0
9.88,3.81,352768,486419,6826,845901,0,0,0,0.159,23.4,0.116,10.3,445759182,302077869,959648,786744682,0
8.84,3.76,324554,487148,6826,818419,0,0,0,0.158,23.4,0.113,10.3,378190176,302337794,960752,721719459,0
8.43,3.74,322321,488243,6826,817145,0,0,0,0.159,23.4,0.11,10.3,351345071,302889672,960752,698070461,0
8.6,3.75,328484,493079,6826,828435,0,0,0,0.158,23.4,0.108,10.3,389819281,307114909,960752,737888075,0
8.55,3.75,331557,493092,6826,834825,0,0,0,0.156,23.4,0.108,10.2,402458507,306777025,960758,751837729,0
9.19,3.78,353432,493269,6826,853020,0,0,0,0.154,23.4,0.108,10.2,465167082,306737655,960782,808767240,0
12.2,3.88,687536,491476,6826,1178916,0,0,0,0.153,23.4,0.107,10.2,838181985,305203248,960811,1208883287,0
15.5,3.95,970654,491574,6826,1466714,0,0,0,0.151,23.4,0.105,10.2,1237428684,305401879,960869,1627425334,0
17.3,4.01,1043813,492657,6826,1543561,0,0,0,0.146,23.4,0.106,10.2,1447313949,306047181,960893,1833095641,0
17.6,4.04,1045653,490717,6826,1543148,0,0,0,0.144,23.4,0.111,10.2,1441236565,304246544,960922,1825776711,0
17.6,4.03,1094481,489460,6826,1590761,0,0,0,0.142,23.4,0.113,10.2,1490811983,303237191,960940,1878902085,0
18,4.04,1095422,489067,6826,1591280,0,0,0,0.142,23.4,0.116,10.3,1468842253,303442605,960940,1859264851,0
17.6,4.03,781057,491326,6826,1286122,0,0,0,0.144,23.4,0.115,10.3,1117871465,305210466,960940,1484453847,0
14.9,3.94,532245,490568,6826,1031578,0,0,0,0.145,23.4,0.113,10.3,768490761,305252086,961458,1115743638,0
12.8,3.91,516548,488852,6826,1012013,0,0,0,0.146,23.4,0.116,10.3,675059734,303884514,961458,1025208593,0
13,3.93,593007,489332,6826,1088777,0,0,0,0.15,23.4,0.114,10.3,832964101,303672540,961455,1180458160,0
14.4,3.96,638191,489916,6826,1134452,0,0,0,0.151,23.4,0.115,10.3,979679759,304707599,961455,1320838557,0
15.7,4,688285,489212,6826,1183884,0,0,0,0.155,23.4,0.113,10.3,1127909310,304021158,961455,1462003245,0
17.1,4.05,761613,486260,6826,1254345,0,0,0,0.156,23.4,0.117,10.4,1295085240,302068748,961455,1622967956,0
18.2,4.09,796496,488043,6826,1291690,0,0,0,0.156,23.4,0.119,10.4,1414158002,303131343,960345,1738733848,0
18.8,4.11,771220,487272,6826,1265399,0,0,0,0.155,23.4,0.12,10.4,1390107157,302552410,960345,1710601875,0
18.7,4.1,724616,486920,6826,1218400,0,0,0,0.154,23.4,0.124,10.4,1298614102,301896317,960345,1619610172,0
17.7,4.08,661525,487997,6826,1156893,0,0,0,0.149,23.4,0.121,10.4,1183929655,302235518,960345,1505539439,0
16.5,4.06,624572,491252,6826,1123309,0,0,0,0.147,23.4,0.12,10.4,1065421599,304668230,960345,1395640630,0
15.7,4.04,568334,493909,6826,1069310,0,0,0,0.142,23.4,0.12,10.4,962661098,306808203,960345,1294176664,0
14.9,4.02,548805,492847,6826,1048438,0,0,0,0.143,23.4,0.118,10.3,920819620,305605839,960477,1251001135,0
14.4,4.01,557126,495902,6826,1059777,0,0,0,0.142,23.4,0.121,10.3,917918890,307854184,960477,1252876919,0
15.1,4.02,578784,496941,6826,1082251,0,0,0,0.14,23.4,0.119,10.3,972286938,309188124,960480,1305154243,0
15,4.03,588140,497954,6826,1092296,0,0,0,0.141,23.4,0.116,10.3,991045938,310045937,960480,1324115885,0
15,4.03,582355,497094,6826,1085971,0,0,0,0.145,23.4,0.123,10.3,1008046009,309360535,960480,1338194773,0
16.2,4.06,636817,496677,6832,1139358,0,0,0,0.148,23.4,0.126,10.3,1121509011,308453708,961331,1448970102,0
16.8,4.08,664708,499168,6832,1170628,0,0,0,0.15,23.4,0.129,10.3,1177637148,310646516,960701,1508065415,0
17,4.09,667942,498620,6832,1173528,0,0,0,0.149,23.4,0.122,10.3,1201957330,310792968,960701,1530522949,0
17.5,4.11,657703,498291,6832,1163344,0,0,0,0.15,23.4,0.119,10.3,1183813410,310894866,960701,1513937895,0
16.9,4.1,667672,494756,6832,1165321,0,0,0,0.15,23.4,0.121,10.3,1187800806,308466639,960701,1513863383,0
17,4.1,680972,494668,6832,1182505,0,0,0,0.151,23.4,0.123,10.3,1205190042,308982830,960701,1534616784,0
17,4.1,627254,491797,6826,1126928,0,0,0,0.149,23.4,0.126,10.3,1105463288,306771894,959828,1434241656,0
16,4.07,589627,489638,6826,1086310,0,0,0,0.151,23.4,0.123,10.3,1023987010,305054809,960840,1351097624,0
15.5,4.06,596408,488284,6826,1091222,0,0,0,0.152,23.4,0.121,10.3,1016382748,303606383,960816,1342702234,0
15.5,4.05,587317,487179,6826,1081238,0,0,0,0.153,23.4,0.125,10.3,996125087,302754588,960787,1322841185,0
14.9,4.03,569054,488370,6826,1068773,0,0,0,0.153,23.4,0.125,10.3,957903840,303480564,960763,1289354424,0
14.7,4.02,560452,488623,6826,1056223,0,0,0,0.154,23.4,0.123,10.3,947840243,302752317,960739,1275787693,0
16,4.05,649988,492040,6826,1148703,0,0,0,0.155,23.4,0.119,10.4,1091995902,305939947,960732,1422883780,0
16.8,4.07,700031,491760,6826,1198479,0,0,0,0.155,23.4,0.112,10.4,1188791387,305619563,960637,1517995110,0
18,4.1,738502,495193,6826,1240488,0,0,0,0.155,23.4,0.114,10.4,1292168723,308289098,960637,1620061845,0
18.9,4.12,786506,491230,6826,1284193,0,0,0,0.155,23.4,0.111,10.4,1380770329,306299609,960637,1704188265,0
19.5,4.14,835756,485507,6826,1327975,0,0,0,0.154,23.4,0.112,10.4,1494794640,303139153,960647,1811191351,0
20.4,4.16,876941,479302,6826,1362990,0,0,0,0.153,23.4,0.109,10.4,1571983202,299725584,960671,1884357384,0
20.6,4.17,808225,471788,6828,1286746,0,0,0,0.151,23.4,0.111,10.4,1447842291,294854716,961046,1756295612,0
19.8,4.15,801548,467136,6828,1275731,0,0,0,0.148,23.4,0.112,10.4,1422850642,293313114,960642,1731889432,0
19.4,4.14,772745,458676,6828,1238174,0,0,0,0.147,23.4,0.114,10.4,1345488243,288793946,960666,1652311890,0
18.9,4.13,741697,458150,6828,1206998,0,0,0,0.147,23.4,0.112,10.4,1287040952,288895608,960695,1596282930,0
18.3,4.12,724604,456828,6828,1188304,0,0,0,0.145,23.4,0.112,10.4,1242233963,288604866,960709,1553646838,0
18.1,4.12,710557,460138,6828,1177156,0,0,0,0.144,23.4,0.111,10.4,1223135130,291336727,960709,1535693562,0
18.1,4.13,749660,461493,6826,1218293,0,0,0,0.145,23.4,0.119,10.4,1282483121,293041681,960363,1597260949,0
17.9,4.13,722790,459517,6826,1188976,0,0,0,0.146,23.4,0.12,10.4,1236651624,291660160,961396,1549641492,0
17.3,4.11,709386,460867,6826,1177054,0,0,0,0.147,23.4,0.12,10.3,1202479728,292202407,961396,1518370353,0
16.9,4.11,692064,459437,6826,1158284,0,0,0,0.149,23.4,0.115,10.3,1141467008,291047471,961392,1458876609,0
16,4.08,667478,461448,6826,1135838,0,0,0,0.149,23.4,0.114,10.3,1066986019,291987338,961392,1388836549,0
15.2,4.05,633188,458329,6828,1098885,0,0,0,0.151,23.4,0.115,10.3,965766664,289767339,961738,1290276115,0
14.2,4.01,566357,457567,6828,1030580,0,0,0,0.153,23.4,0.117,10.3,834278966,288437281,961738,1159609478,0
12.7,3.96,536157,458005,6828,1000991,0,0,0,0.156,23.4,0.111,10.3,748062189,288719202,961316,1076471059,0
12,3.93,503014,456610,6828,967009,0,0,0,0.158,23.4,0.108,10.3,680427579,288024884,961316,1009969025,0
12.1,3.93,500071,458870,6828,965983,0,0,0,0.162,23.4,0.107,10.3,676518219,289532368,961317,1007377653,0
11.7,3.92,480538,458933,6828,946374,0,0,0,0.163,23.4,0.11,10.3,662682725,289463282,961317,991396964,0
11.7,3.91,469966,459887,6826,936466,0,0,0,0.164,23.4,0.111,10.3,659331045,289575299,960971,986095491,0
12.7,3.95,510325,459642,6826,976672,0,0,0,0.164,23.4,0.116,10.3,757669107,289409394,960971,1081175945,0
12.8,3.96,518119,460632,6826,985644,0,0,0,0.165,23.4,0.112,10.3,788330706,290295861,960757,1112166192,0
13.3,3.98,527837,459319,6830,993688,0,0,0,0.164,23.4,0.11,10.3,825765820,288838208,961493,1144764277,0
13.5,3.99,500090,456629,6830,963662,0,0,0,0.164,23.4,0.112,10.3,784614868,286835581,961496,1101392027,0
12.5,3.96,475706,455382,6830,937963,0,0,0,0.16,23.4,0.115,10.3,722961211,286312425,961496,1040821472,0
12,3.94,458831,454831,6830,920153,0,0,0,0.16,23.4,0.112,10.3,664291236,286497426,961496,984888812,0
11.5,3.91,386642,455387,6830,849329,0,0,0,0.16,23.4,0.114,10.3,524170520,286940181,961496,848108053,0
10,3.85,358189,455168,6830,820376,0,0,0,0.159,23.4,0.106,10.3,465076419,285862146,961015,788178175,0
